"","Year","Period","State","State.ANSI","Commodity","b1","b2","Domain1","Value","Domain","Domain_value"
"1352",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.05," TETRACONAZOLE =",120603
"1353",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",1.582," THIOPHANATE METHYL =",102001
"1355",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.161," TRIFLOXYSTROBIN =",129112
"1356",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," FUNGICIDE",0.412," TRIFLUMIZOLE =",128879
"1358",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," HERBICIDE",0.116," FLUMIOXAZIN =",129034
"1359",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," HERBICIDE",0.535," OXYFLUORFEN =",111601
"1360",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," HERBICIDE",2.268," PENDIMETHALIN =",108501
"1362",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.026," ABAMECTIN =",122804
"1363",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.334," ACEQUINOCYL =",6329
"1364",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.188," ACETAMIPRID =",99050
"1365",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.067," AZADIRACHTIN =",121701
"1366",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.639," BIFENAZATE =",586
"1367",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.163," BIFENTHRIN =",128825
"1374",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.098," CHLORANTRANILIPROLE =",90100
"1377",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.253," CYFLUMETOFEN<U+FFFD>=",138831
"1379",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.435," FENPROPATHRIN =",127901
"1381",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.151," FLONICAMID =",128016
"1383",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.249," FLUPYRADIFURONE =",122304
"1385",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.22," HEXYTHIAZOX =",128849
"1386",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.562," IMIDACLOPRID =",129099
"1387",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",2.808," MALATHION =",57701
"1388",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.207," METHOXYFENOZIDE =",121027
"1389",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",1.24," NALED =",34401
"1390",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",1.225," NEEM OIL =",25006
"1391",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",10.173," NEEM OIL  CLAR  HYD  =",25007
"1392",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.136," NOVALURON =",124002
"1395",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.172," PYRETHRINS =",69001
"1397",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.103," SPINETORAM =",110007
"1398",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.098," SPINOSAD =",110003
"1399",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.329," SPIROMESIFEN =",24875
"1400",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," INSECTICIDE",0.077," THIAMETHOXAM =",60109
"1405",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," OTHER",281.09," CHLOROPICRIN =",81501
"1406",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," OTHER",112.439," DICHLOROPROPENE =",29001
"1407",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," OTHER",0.2," FLUTRIAFOL =",128940
"1418",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB / ACRE / YEAR"," OTHER",0.296," REYNOUTRIA SACHALINE =",55809
"1419",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.2," AZOXYSTROBIN =",128810
"1421",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.4," BACILLUS PUMILUS =",6485
"1422",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.8," BACILLUS SUBTILIS =",6479
"1423",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.3," BLAD =",30006
"1425",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.7," BOSCALID =",128008
"1426",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",4," CAPTAN =",81301
"1428",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.3," CYFLUFENAMID =",555550
"1429",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.6," CYPRODINIL =",288202
"1430",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",2," FENHEXAMID =",90209
"1431",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.6," FLUDIOXONIL =",71503
"1432",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.2," FLUOPYRAM =",80302
"1433",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.2," FLUXAPYROXAD =",138009
"1436",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.1," MEFENOXAM =",113502
"1438",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.6," MYCLOBUTANIL =",128857
"1439",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.3," PENTHIOPYRAD =",90112
"1440",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.3," POLYOXIN D ZINC SALT =",230000
"1441",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1," POTASSIUM BICARBON  =",73508
"1442",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.6," PROPICONAZOLE =",122101
"1443",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",2," PYRACLOSTROBIN =",99100
"1444",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.7," PYRIMETHANIL =",288201
"1445",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.7," QUINOLINE =",55459
"1447",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",5.4," SULFUR =",77501
"1448",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.3," TETRACONAZOLE =",120603
"1449",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.9," THIOPHANATE METHYL =",102001
"1451",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.5," TRIFLOXYSTROBIN =",129112
"1452",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," FUNGICIDE",1.8," TRIFLUMIZOLE =",128879
"1454",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," HERBICIDE",1.3," FLUMIOXAZIN =",129034
"1455",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," HERBICIDE",1.1," OXYFLUORFEN =",111601
"1456",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," HERBICIDE",1.6," PENDIMETHALIN =",108501
"1458",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.4," ABAMECTIN =",122804
"1459",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.1," ACEQUINOCYL =",6329
"1460",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.5," ACETAMIPRID =",99050
"1461",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.8," AZADIRACHTIN =",121701
"1462",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.3," BIFENAZATE =",586
"1463",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.5," BIFENTHRIN =",128825
"1470",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.6," CHLORANTRANILIPROLE =",90100
"1473",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.4," CYFLUMETOFEN<U+FFFD>=",138831
"1475",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.5," FENPROPATHRIN =",127901
"1477",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.8," FLONICAMID =",128016
"1479",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.4," FLUPYRADIFURONE =",122304
"1481",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.2," HEXYTHIAZOX =",128849
"1482",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.2," IMIDACLOPRID =",129099
"1483",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.4," MALATHION =",57701
"1484",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.2," METHOXYFENOZIDE =",121027
"1485",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.4," NALED =",34401
"1486",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.2," NEEM OIL =",25006
"1487",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.7," NEEM OIL  CLAR  HYD  =",25007
"1488",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.8," NOVALURON =",124002
"1491",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",3.9," PYRETHRINS =",69001
"1493",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.5," SPINETORAM =",110007
"1494",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.1," SPINOSAD =",110003
"1495",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.3," SPIROMESIFEN =",24875
"1496",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," INSECTICIDE",1.2," THIAMETHOXAM =",60109
"1501",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," OTHER",1.1," CHLOROPICRIN =",81501
"1502",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," OTHER",1.1," DICHLOROPROPENE =",29001
"1503",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," OTHER",1.8," FLUTRIAFOL =",128940
"1514",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN NUMBER"," OTHER",1.5," REYNOUTRIA SACHALINE =",55809
"1515",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",22," AZOXYSTROBIN =",128810
"1517",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",2," BACILLUS PUMILUS =",6485
"1518",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",2," BACILLUS SUBTILIS =",6479
"1519",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",17," BLAD =",30006
"1521",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",49," BOSCALID =",128008
"1522",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",88," CAPTAN =",81301
"1524",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",25," CYFLUFENAMID =",555550
"1525",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",66," CYPRODINIL =",288202
"1526",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",37," FENHEXAMID =",90209
"1527",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",66," FLUDIOXONIL =",71503
"1528",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",17," FLUOPYRAM =",80302
"1529",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",37," FLUXAPYROXAD =",138009
"1532",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",12," MEFENOXAM =",113502
"1534",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",41," MYCLOBUTANIL =",128857
"1535",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",29," PENTHIOPYRAD =",90112
"1536",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",33," POLYOXIN D ZINC SALT =",230000
"1537",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",34," POTASSIUM BICARBON  =",73508
"1538",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",31," PROPICONAZOLE =",122101
"1539",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",65," PYRACLOSTROBIN =",99100
"1540",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",33," PYRIMETHANIL =",288201
"1541",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",53," QUINOLINE =",55459
"1543",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",82," SULFUR =",77501
"1544",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",30," TETRACONAZOLE =",120603
"1545",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",11," THIOPHANATE METHYL =",102001
"1548",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",31," TRIFLOXYSTROBIN =",129112
"1549",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," FUNGICIDE",35," TRIFLUMIZOLE =",128879
"1551",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," HERBICIDE",12," FLUMIOXAZIN =",129034
"1552",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," HERBICIDE",15," OXYFLUORFEN =",111601
"1553",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," HERBICIDE",18," PENDIMETHALIN =",108501
"1556",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",34," ABAMECTIN =",122804
"1557",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",19," ACEQUINOCYL =",6329
"1558",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",46," ACETAMIPRID =",99050
"1559",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",59," AZADIRACHTIN =",121701
"1560",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",25," BIFENAZATE =",586
"1561",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",43," BIFENTHRIN =",128825
"1568",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",37," CHLORANTRANILIPROLE =",90100
"1571",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",33," CYFLUMETOFEN<U+FFFD>=",138831
"1573",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",27," FENPROPATHRIN =",127901
"1575",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",71," FLONICAMID =",128016
"1577",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",21," FLUPYRADIFURONE =",122304
"1579",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",13," HEXYTHIAZOX =",128849
"1580",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",13," IMIDACLOPRID =",129099
"1581",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",20," MALATHION =",57701
"1582",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",32," METHOXYFENOZIDE =",121027
"1583",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",21," NALED =",34401
"1584",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",4," NEEM OIL =",25006
"1585",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",49," NEEM OIL  CLAR  HYD  =",25007
"1586",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",62," NOVALURON =",124002
"1589",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",22," PYRETHRINS =",69001
"1591",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",55," SPINETORAM =",110007
"1592",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",17," SPINOSAD =",110003
"1593",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",23," SPIROMESIFEN =",24875
"1594",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," INSECTICIDE",24," THIAMETHOXAM =",60109
"1600",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," OTHER",52," CHLOROPICRIN =",81501
"1601",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," OTHER",19," DICHLOROPROPENE =",29001
"1602",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," OTHER",21," FLUTRIAFOL =",128940
"1613",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," TREATED"," MEASURED IN PCT OF AREA BEARING"," OTHER",26," REYNOUTRIA SACHALINE =",55809
"1648",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB"," INSECTICIDE",300," ABAMECTIN =",122804
"1649",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB"," INSECTICIDE",200," ACETAMIPRID =",99050
"1650",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB"," INSECTICIDE",700," BIFENAZATE =",586
"1651",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB"," INSECTICIDE",300," BIFENTHRIN =",128825
"1653",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB"," INSECTICIDE",100," CHLORANTRANILIPROLE =",90100
"1664",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB"," INSECTICIDE",600," SPINETORAM =",110007
"1666",2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," APPLICATIONS"," MEASURED IN LB"," INSECTICIDE",100," THIAMETHOXAM =",60109
